doc,word,value
job8,java spark scala,0.0
job8,knowledge variety machine,0.0
job8,language tool sql,0.0
job8,learning predictive modelling,0.5
job8,mac platform excellent,0.0
job8,machine learning predictive,0.5
job8,machine learning project,0.0
job8,machine learning technique,0.0
job8,management skill ability,0.0
job8,managing analyzing visualizing,0.0
job8,marketing product packaging,0.0
job8,marketing production website,0.0
job8,marketing web design,0.0
job8,matlab sas java,0.0
job8,matlab sas sql,0.0
job8,method machine learning,0.5
job8,number following language,0.0
job8,one three year,1.0
job8,oral written skill,0.5
job8,packaging advertisement multimedia,0.0
job8,photoshop dreamweaver illustrator,0.0
job8,platform excellent skill,0.0
job8,please contact job1mail,0.0
job8,please contact job44mail,0.0
job8,product packaging advertisement,0.0
job8,production website design,0.0
job8,proficient graphic design,0.0
job8,proficient python r,0.5
job8,programming background data,0.0
job8,programming background photoshop,0.0
job8,programming background proven,0.0
job8,proven experience delivering,0.0
job8,python matlab sas,0.0
job8,python r programming,0.5
job8,related scientific discipline,1.0
job8,relevant programming language,0.5
job8,sas java spark,0.0
job8,scala aws tableau,0.0
job8,science machine learning,0.0
job8,scientific discipline bioinformatics,1.0
job8,skill ability communicate,0.5
job8,skill ability meet,0.0
job8,skill adobe cs5,0.0
job8,skill bioinformatics database,0.5
job8,sophisticated statistical method,0.5
job8,spark scala aws,0.0
job8,sql python matlab,0.0
job8,statistic programming background,0.0
job8,statistical method machine,0.5
job8,strong knowledge html,0.0
job8,strong statistic programming,0.0
job8,three year experience,0.25
job8,time management skill,0.0
job8,tool managing analyzing,0.0
job8,tool relevant programming,0.5
job8,tool sql python,0.0
job8,understanding marketing product,0.0
job8,understanding marketing production,0.0
job8,using sophisticated statistical,0.5
job8,variety machine learning,0.0
job8,visualizing large datasets,0.0
job8,web design interactive,0.0
job8,web design strong,0.0
job8,web marketing web,0.0
job8,website design corporate,0.0
job8,written skill ability,0.5
job8,year experience advanced,0.0
job8,year experience bioinformatics,0.0
job8,year experience data,0.0
job8,year experience graphic,0.0
job8,year experience related,1.0
